interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,gender,census_region,hispanic,race,household_income,education,state,congress_district,age,vote_trump,vote_biden,education_level,income_level
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,South,Venezuelan,"other race, nec","Less than $14,999",High school graduate,florida,FL23,18,1,0,3,0
Only now and then,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Moderate,employed,Another country,Female,West,Not Hispanic,other asian or pacific islander,"$100,000 to $124,999",Associate Degree,washington,WA03,38,0,1,6,18
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Male,West,Not Hispanic,white,"$40,000 to $44,999",Completed some high school,arizona,AZ08,71,0,1,NA,6
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$25,000 to $29,999",High school graduate,ohio,OH02,65,1,0,3,3
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",maine,ME01,46,0,1,7,19
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,The United States,Male,West,Mexican,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",california,CA50,30,1,0,7,19
Most of the time,Registered,Don't recall,"Yes, I will vote",I am not sure/don't know,Moderate,not in labor force,The United States,Male,West,Not Hispanic,NA,"$175,000 to $199,999",High school graduate,utah,UT04,36,0,0,3,21
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Someone else,Not Sure,employed,The United States,Male,Midwest,Not Hispanic,white,"$40,000 to $44,999",High school graduate,ohio,OH08,48,0,0,3,6
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,not in labor force,Another country,Male,West,Not Hispanic,"other race, nec","$75,000 to $79,999","Completed some college, but no degree",california,CA08,61,0,1,5,13
Some of the time,Registered,"Did not vote, but was eligible",Not sure,I would not vote,Very Conservative,not in labor force,The United States,Male,South,Not Hispanic,white,"Less than $14,999",Other post high school vocational training,west virginia,WV03,51,0,0,4,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,Midwest,Not Hispanic,white,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",indiana,IN09,41,0,1,7,16
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,Northeast,Not Hispanic,white,"$250,000 and above","College Degree (such as B.A., B.S.)",new york,NY16,56,1,0,7,23
Some of the time,Don't know,Was not eligible to vote,Not sure,I am not sure/don't know,Not Sure,not in labor force,The United States,Female,West,Not Hispanic,white,"$60,000 to $64,999",Completed some high school,oregon,OR03,40,0,0,NA,10
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"Less than $14,999","College Degree (such as B.A., B.S.)",pennsylvania,PA04,40,0,1,7,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",I am not sure/don't know,Moderate,unemployed,The United States,Female,West,Mexican,white,"$100,000 to $124,999","Completed some college, but no degree",nevada,NV04,31,0,0,5,18
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,Another country,Female,West,Not Hispanic,chinese,"$70,000 to $74,999",Associate Degree,washington,WA09,45,0,1,6,12
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,South,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",mississippi,MS03,42,0,1,7,18
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,West,Not Hispanic,white,"$90,000 to $94,999","Completed some college, but no degree",utah,UT02,58,1,0,5,16
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",new jersey,NJ06,45,0,1,7,19
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,Northeast,Not Hispanic,white,"$90,000 to $94,999",Associate Degree,new york,NY22,80,1,0,6,16
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Northeast,Other Hispanic,white,"$70,000 to $74,999",High school graduate,new york,NY16,54,0,1,3,12
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,Another country,Male,South,Mexican,white,"Less than $14,999",High school graduate,florida,FL26,60,1,0,3,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Female,South,Mexican,black/african american/negro,"Less than $14,999",Masters degree,texas,TX36,28,0,1,9,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Liberal,not in labor force,The United States,Male,South,Not Hispanic,white,"Less than $14,999","Completed some college, but no degree",texas,TX13,64,1,0,5,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",I am not sure/don't know,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",georgia,,55,0,0,7,4
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",pennsylvania,PA15,37,0,1,7,19
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Male,Northeast,Not Hispanic,white,"Less than $14,999",High school graduate,massachusetts,MA07,47,0,1,3,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$20,000 to $24,999","Completed some college, but no degree",illinois,IL17,80,1,0,5,2
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,Northeast,Not Hispanic,white,"$125,000 to $149,999","Completed some college, but no degree",new york,NY02,64,1,0,5,19
Hardly at all,Not registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Donald Trump,Moderate,not in labor force,The United States,Male,South,Not Hispanic,white,"Less than $14,999","Completed some college, but no degree",tennessee,TN03,61,1,0,5,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Female,Northeast,Spanish,white,"$30,000 to $34,999",Other post high school vocational training,pennsylvania,PA05,61,1,0,4,4
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Someone else,Moderate,not in labor force,The United States,Male,South,Not Hispanic,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",maryland,MD02,46,0,0,7,4
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Conservative,employed,The United States,Male,West,Not Hispanic,white,"$45,000 to $49,999",Masters degree,california,CA27,36,0,1,9,7
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",florida,FL08,56,1,0,7,21
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Male,South,Not Hispanic,white,"Less than $14,999",High school graduate,kentucky,KY06,49,0,1,3,0
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$45,000 to $49,999",High school graduate,florida,FL11,64,1,0,3,7
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,not in labor force,The United States,Male,South,Not Hispanic,white,"$25,000 to $29,999","Completed some graduate, but no degree",west virginia,WV03,69,0,1,8,3
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,unemployed,The United States,Male,Northeast,Not Hispanic,white,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",connecticut,CT05,44,1,0,7,16
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Midwest,Mexican,white,"$15,000 to $19,999",Associate Degree,illinois,IL01,21,0,1,6,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,unemployed,The United States,Male,South,Not Hispanic,white,"$35,000 to $39,999",High school graduate,kentucky,KY03,47,1,0,3,5
Some of the time,Not registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,South,Mexican,"other race, nec","Less than $14,999","Completed some college, but no degree",texas,TX11,24,1,0,5,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,unemployed,The United States,Male,South,Not Hispanic,white,"$15,000 to $19,999",Associate Degree,virginia,VA05,67,1,0,6,1
Some of the time,Not registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Male,South,Not Hispanic,white,"$25,000 to $29,999",Associate Degree,kentucky,KY04,73,1,0,6,3
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,West,Not Hispanic,american indian or alaska native,"$25,000 to $29,999",High school graduate,california,CA17,19,0,1,3,3
Most of the time,Not registered,Was not eligible to vote,"Yes, I will vote",I am not sure/don't know,Not Sure,employed,The United States,Male,Midwest,Not Hispanic,white,"Less than $14,999",High school graduate,kansas,KS02,18,0,0,3,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,West,Not Hispanic,white,"$95,000 to $99,999","Completed some college, but no degree",washington,WA01,35,1,0,5,17
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Liberal,unemployed,The United States,Female,West,Not Hispanic,white,"$250,000 and above","Completed some graduate, but no degree",california,CA18,31,0,1,8,23
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",kentucky,KY04,60,0,1,7,8
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",pennsylvania,PA01,60,1,0,7,17
Only now and then,Don't know,Was not eligible to vote,Not sure,I am not sure/don't know,Moderate,employed,The United States,Male,West,Not Hispanic,white,"Less than $14,999",Completed some high school,utah,UT02,20,0,0,NA,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,unemployed,The United States,Male,South,Not Hispanic,white,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",florida,FL08,71,1,0,7,15
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Male,Northeast,Not Hispanic,white,"Less than $14,999","Completed some college, but no degree",massachusetts,MA05,19,1,0,5,0
Some of the time,Not registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Northeast,Not Hispanic,white,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",massachusetts,MA08,35,1,0,7,11
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Very Conservative,unemployed,Another country,Female,Northeast,Other Hispanic,"other race, nec","Less than $14,999",High school graduate,pennsylvania,PA07,40,1,0,3,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,unemployed,The United States,Female,West,Not Hispanic,white,"$125,000 to $149,999",Doctorate degree,california,CA44,38,0,1,10,19
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",nebraska,NE03,52,1,0,7,11
Only now and then,Not registered,Was not eligible to vote,"No, I am not eligible to vote",I would not vote,Not Sure,employed,Another country,Female,West,Not Hispanic,other asian or pacific islander,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",california,CA35,37,0,0,7,4
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Someone else,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$45,000 to $49,999","Completed some college, but no degree",virginia,VA04,59,0,0,5,7
Most of the time,Not registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,South,Not Hispanic,white,"$30,000 to $34,999",High school graduate,tennessee,TN06,51,1,0,3,4
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Northeast,Not Hispanic,white,"$40,000 to $44,999","Completed some college, but no degree",new york,NY22,31,1,0,5,6
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,South,Not Hispanic,white,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",florida,FL03,69,1,0,7,12
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,unemployed,The United States,Male,West,Not Hispanic,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",arizona,AZ02,76,0,1,7,5
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$100,000 to $124,999","Completed some college, but no degree",texas,TX22,48,1,0,5,18
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Liberal,employed,The United States,Male,South,Not Hispanic,white,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",south carolina,SC01,38,1,0,7,12
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",florida,FL07,41,1,0,7,19
